year,country,industry,action,asset,data_type,data_stolen
2014,US,621112,['physical'],M - Documents,['Medical'],Yes
2014,IE,611310,['hacking'],Unknown,['Credentials'],Potentially
2011,US,923140,['error'],S - Mail,['Unknown'],Yes
2014,US,447190,['physical'],T - Gas terminal,['Payment'],Potentially
2016,US,621210,['misuse'],S - Database,['Personal'],Potentially
2015,US,622210,['hacking'],S - Mail,['Medical'],Potentially
2016,US,5242,['malware'],S - Unknown,['Medical'],Potentially
2013,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2013,US,921130,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2010,US,336111,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2012,US,621999,['error'],M - Documents,['Medical'],Potentially
2018,US,611110,['hacking'],S - Web application,[],
2012,US,622110,['physical'],U - Desktop,"['Medical', 'Personal', 'Internal']",Potentially
2014,US,524114,['misuse'],S - Database,['Personal'],Yes
2014,CN,611710,['unknown'],Unknown,['Personal'],Yes
2019,US,611710,['error'],S - Database,['Personal'],Yes
2013,US,519130,['hacking'],S - Web application,['Unknown'],Yes
2012,US,522110,['physical'],T - ATM,['Payment'],Yes
2012,US,622110,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2017,MT,622110,"['misuse', 'social']",S - Database,['Medical'],Yes
2016,AU,622110,['error'],M - Documents,"['Medical', 'Personal']",Potentially
2010,US,622,['misuse'],U - Desktop,['Personal'],Yes
2011,US,621111,['hacking'],U - Laptop,['Medical'],Yes
2012,US,62,['physical'],S - Unknown,['Medical'],Potentially
2012,US,517919,['hacking'],S - Database,['Bank'],Potentially
2013,GR,928120,['hacking'],S - Mail,['Internal'],Yes
2018,GB,921130,['hacking'],S - Web application,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,KR,000,"['hacking', 'malware', 'social']",P - Unknown,"['System', 'Credentials', 'Internal', 'Secrets']",Yes
2010,US,423450,['physical'],U - Laptop,['Medical'],Potentially
2013,US,922,"['malware', 'social']",U - Desktop,[],
2014,CA,921130,['hacking'],S - Web application,['Personal'],Yes
2015,US,621320,['physical'],M - Documents,['Payment'],Yes
2013,AU,621,['physical'],M - Documents,['Medical'],Yes
2014,US,621,['error'],M - Documents,['Medical'],Yes
2012,US,622110,['error'],M - Disk drive,"['Personal', 'Medical']",Potentially
2015,US,522,['malware'],Unknown,['Personal'],Yes
2017,GB,622110,"['hacking', 'malware']",Unknown,['Unknown'],Potentially
2019,CZ,511210,['hacking'],S - Remote access,['Credentials'],Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2020,US,621410,['hacking'],S - Database,"['Medical', 'Personal']",Yes
2014,US,442110,['error'],S - File,['Personal'],Yes
2018,US,621111,['malware'],S - Unknown,['Medical'],Potentially
2010,US,621210,['physical'],S - Database,['Medical'],Potentially
2020,US,5418,['hacking'],S - Mail,"['Medical', 'Personal', 'Credentials']",Yes
2015,CN,561599,"['hacking', 'malware']",S - POS controller,"['Credentials', 'Payment', 'Personal']",Yes
2014,US,621210,['physical'],M - Flash drive,['Personal'],Potentially
2011,US,923140,['error'],M - Documents,['Unknown'],Unknown
2015,GB,611310,['error'],S - Web application,"['Medical', 'Personal']",Yes
2013,US,928110,['hacking'],S - Web application,['Personal'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,CA,621420,['misuse'],S - Database,['Medical'],Yes
2018,GB,922120,['error'],M - Documents,['Personal'],Yes
2013,KR,51,['hacking'],S - Web application,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,TW,522110,['error'],S - Web application,['Personal'],Yes
2013,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2013,US,923120,['error'],M - Flash drive,['Personal'],Potentially
2018,IN,621111,['physical'],M - Disk drive,['Medical'],Potentially
2020,US,611710,['error'],S - Database,"['Personal', 'Bank']",Yes
2013,KR,511210,['hacking'],S - Web application,['Personal'],Yes
2016,US,611110,['hacking'],U - Unknown,['Unknown'],Yes
2018,US,335122,['misuse'],U - Desktop,['Secrets'],Yes
2013,US,623110,"['misuse', 'physical']",M - Payment card,['Payment'],Yes
2012,US,923140,['misuse'],Unknown,['Unknown'],Yes
2019,US,2211,['hacking'],N - Firewall,[],
2014,US,446110,['error'],M - Documents,['Personal'],Yes
2016,AU,443142,['misuse'],U - Mobile phone,['Personal'],Yes
2013,US,524114,['unknown'],Unknown,['Medical'],Potentially
2013,IN,515210,['hacking'],S - Web application,[],
2009,Unknown,000,['hacking'],Unknown,"['Credentials', 'Personal']",Yes
2010,US,622310,['error'],M - Flash drive,['Medical'],Potentially
2013,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2012,US,561990,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2004,US,928110,['error'],S - Web application,['Personal'],Potentially
2016,US,524114,['error'],M - Documents,['Personal'],Yes
2018,IE,922120,['error'],M - Flash drive,['Personal'],Yes
2013,US,621111,['unknown'],M - Documents,['Medical'],Yes
2019,US,621420,['error'],S - Database,['Medical'],Potentially
2013,US,311351,['error'],M - Flash drive,['Personal'],Yes
2012,US,921110,['error'],M - Documents,['Personal'],Yes
2020,US,623220,['misuse'],U - Mobile phone,['Medical'],Yes
2016,US,541110,"['malware', 'social']",U - Desktop,[],
2021,CN,541511,['error'],S - Database,"['Credentials', 'Other']",Yes
2025,US,5241,['hacking'],S - Web application,['Unknown'],Yes
2011,US,622110,['physical'],M - Documents,['Medical'],Potentially
2014,US,454112,"['hacking', 'social']",S - Database,['Personal'],Yes
2017,US,339930,['error'],S - Database,['Personal'],Yes
2015,US,813920,['hacking'],S - Web application,['Credentials'],Yes
2017,ES,921190,['hacking'],S - Web application,[],
2012,US,622,['misuse'],S - Database,"['Medical', 'Personal']",Potentially
2016,US,622110,['error'],S - Mail,['Personal'],Yes
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2016,US,621111,"['error', 'physical']",M - Documents,['Medical'],Yes
2012,US,923120,['physical'],U - Laptop,['Medical'],Potentially
2016,CA,622110,['misuse'],S - Database,['Medical'],Yes
2010,US,524114,['error'],M - Documents,"['Payment', 'Medical']",Potentially
2011,CA,611110,['physical'],U - Desktop,['Unknown'],Potentially
2016,US,541710,['misuse'],S - Database,['Internal'],Yes
2020,US,621420,['hacking'],U - Desktop or laptop,"['Medical', 'Personal']",Yes
2013,CK,921110,['hacking'],Unknown,['Unknown'],No
2017,US,512,['hacking'],N - WLAN,[],
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,524113,['error'],S - File,['Personal'],Yes
2013,US,524114,['error'],S - Web application,"['Medical', 'Personal']",Yes
2016,US,813910,['hacking'],S - Web application,['Personal'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2015,GB,722410,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2017,US,622110,['physical'],M - Documents,"['Medical', 'Payment']",Yes
2021,US,444130,['error'],S - Database,['Personal'],Yes
2013,CA,622110,['error'],S - Database,['Personal'],Yes
2012,US,922120,['hacking'],S - Web application,"['Personal', 'Internal', 'System']",Yes
2012,DE,541512,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2012,CA,524126,['misuse'],S - Database,['Personal'],Yes
2016,Unknown,518210,['hacking'],S - Web application,['Unknown'],No
2016,US,621111,['physical'],M - Documents,['Medical'],Yes
2015,US,622110,['misuse'],S - Database,['Medical'],Yes
2017,GB,622110,['error'],S - Web application,['Medical'],Yes
2014,US,622110,['error'],M - Documents,['Medical'],Yes
2013,US,72251,"['hacking', 'malware']",S - POS controller,['Payment'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2020,US,621111,"['hacking', 'malware']",S - Unknown,['Medical'],Yes
2013,US,323111,['hacking'],S - Web application,['Personal'],Yes
2000,CA,334290,"['hacking', 'malware']",Unknown,['Credentials'],Yes
2012,US,923120,['misuse'],S - Database,['Medical'],Yes
2010,US,524114,['misuse'],S - Database,['Personal'],Yes
2020,GB,515111,['error'],S - Database,['Personal'],Yes
2013,US,722410,['malware'],U - Desktop,['Payment'],Potentially
2011,CN,541512,['hacking'],S - Database,['Unknown'],Yes
2013,US,221118,['hacking'],Unknown,[],
2025,US,511210,['hacking'],S - Web application,['Unknown'],Yes
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2017,US,711211,"['error', 'malware']",S - Database,['Personal'],Yes
2011,US,923140,['misuse'],S - Mail,['Unknown'],Yes
2014,US,722511,['misuse'],M - Payment card,['Payment'],Yes
2012,US,622110,['physical'],M - Tapes,"['Bank', 'Medical', 'Payment', 'Personal']",Unknown
2008,US,926110,['misuse'],S - Database,['Personal'],Yes
2025,JP,316210,['hacking'],S - Web application,['Unknown'],Yes
2016,US,921110,['hacking'],S - Database,['Personal'],Yes
2012,US,451110,['unknown'],S - Database,['Payment'],Yes
2017,US,621111,['malware'],Unknown,['Medical'],Unknown
2013,US,451120,['malware'],U - POS terminal,['Payment'],Yes
2017,US,522110,['physical'],T - ATM,['Payment'],Yes
2020,IN,611699,['error'],S - Database,['Personal'],Yes
2013,CA,561440,['error'],S - Web application,['Medical'],Yes
2018,US,522130,['physical'],M - Payment card,['Payment'],Yes
2020,US,323111,"['malware', 'social']",U - Desktop,['Unknown'],Potentially
2014,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2016,US,52211,['physical'],T - ATM,['Payment'],Yes
2016,US,621111,"['hacking', 'malware']",S - Web application,['Medical'],Yes
2016,CA,921110,"['error', 'misuse']",S - Mail,['Medical'],Potentially
2012,US,622110,['physical'],U - Desktop,['Medical'],Potentially
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2019,US,518210,['hacking'],S - Web application,"['Personal', 'Credentials']",Yes
2016,US,511210,['hacking'],S - Web application,['Medical'],Yes
2015,AU,620111,['error'],M - Documents,['Medical'],Yes
2016,US,622110,"['hacking', 'malware']",U - Laptop,['Medical'],Yes
2013,US,622110,['misuse'],S - Database,['Personal'],Yes
2016,US,519130,['hacking'],S - Database,['Credentials'],Yes
2016,US,447110,['physical'],T - ATM,['Payment'],Yes
2016,IL,334290,['error'],S - Web application,"['Copyrighted', 'Internal', 'Secrets']",Yes
2014,US,622,['physical'],U - Desktop,['Personal'],Potentially
2014,GB,611110,['error'],U - Desktop,['Personal'],Yes
2011,US,921,['misuse'],S - Database,['Personal'],Yes
2012,US,541712,['physical'],M - Documents,"['Medical', 'Personal']",Potentially
2009,US,325320,"['hacking', 'malware', 'social']",S - Web application,"['Credentials', 'Secrets']",Yes
2015,DK,522110,['error'],S - Web application,"['Credentials', 'System']",Yes
2014,US,561110,['error'],M - Documents,['Medical'],Yes
2011,US,541613,['hacking'],S - Web application,['Unknown'],Yes
2014,US,622110,['physical'],U - Laptop,['Medical'],Potentially
2013,Unknown,92119,['hacking'],Unknown,"['Personal', 'Internal']",Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2014,US,923130,['error'],S - Web application,['Medical'],Unknown
2018,US,445110,['physical'],T - ATM,['Payment'],Yes
2011,GB,921120,['error'],M - Documents,['Personal'],Yes
2015,IN,541512,['misuse'],S - Web application,['Source code'],Yes
2020,GB,518210,['error'],S - Database,"['Personal', 'Internal', 'Credentials']",Yes
2017,US,622110,['physical'],U - Desktop,['Medical'],Potentially
2017,CA,713210,['hacking'],S - Database,['Personal'],Yes
2013,US,315220,"['hacking', 'malware']",S - Web application,"['Payment', 'Personal']",Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2017,US,811192,['malware'],U - POS terminal,['Payment'],Yes
2013,US,621999,['error'],M - Documents,"['Personal', 'Medical']",Potentially
2014,PR,524114,['physical'],M - Documents,['Medical'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2016,GB,423990,"['error', 'misuse']",S - Database,['Personal'],Yes
2020,US,325412,"['malware', 'social']",P - End-user or employee,"['Medical', 'Personal', 'Secrets']",Yes
2013,Unknown,000,['hacking'],S - Web application,['Credentials'],Yes
2020,NL,92,['error'],M - Disk drive,['Medical'],Yes
2008,CA,541810,['physical'],M - Tapes,"['Bank', 'Payment', 'Personal']",Yes
2016,US,621,"['hacking', 'social']",S - Mail,['Internal'],Potentially
2014,US,517110,['hacking'],S - Web application,['Credentials'],Yes
2025,US,541611,['hacking'],S - Web application,"['Medical', 'Personal']",Yes
2014,US,621111,['error'],M - Documents,['Medical'],Yes
2013,US,611210,['error'],M - Documents,['Personal'],Potentially
2019,CN,522110,['error'],S - Database,"['Personal', 'Credentials']",Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2015,US,339950,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2012,US,622110,['error'],M - Documents,['Medical'],Yes
2015,US,922140,['misuse'],Unknown,"['Bank', 'Personal']",Yes
2014,US,922120,['hacking'],S - Web application,[],
2015,AU,541512,['hacking'],S - Database,['Personal'],Potentially
2012,US,621511,['physical'],U - Laptop,['Medical'],Potentially
2016,CA,624190,['error'],P - Call center,['Personal'],Yes
2009,US,622110,['unknown'],Unknown,['Medical'],Potentially
2018,US,622110,['malware'],S - Database,['Medical'],Potentially
2012,US,621330,['physical'],U - Desktop,['Personal'],Potentially
2017,US,622,"['hacking', 'social']",S - Mail,"['Medical', 'Personal', 'Credentials']",Yes
2025,TR,517,['error'],S - Unknown,"['Personal', 'System']",Yes
2017,CA,621,['misuse'],S - Database,"['Medical', 'Medical']",Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2014,US,519110,['hacking'],S - Web application,[],
2014,CA,622110,['misuse'],S - Database,['Medical'],Yes
2015,US,923140,['error'],M - Documents,['Unknown'],Yes
2016,CA,923140,['error'],M - Documents,['Medical'],Yes
2014,US,491110,"['hacking', 'malware']",S - Remote access,['Personal'],Yes
2012,US,92212,['misuse'],P - End-user or employee,['Internal'],Yes
2013,US,624190,['physical'],U - Laptop,['Medical'],Potentially
2017,US,62111,['misuse'],S - Database,['Personal'],Yes
2018,US,517,['error'],S - Database,['Personal'],Yes
2017,US,923120,['error'],S - File,['Medical'],Yes
2012,US,621111,['error'],M - Documents,"['Medical', 'Personal']",Yes
2013,US,522320,['unknown'],S - Database,"['Bank', 'Personal']",Potentially
2013,US,423320,"['hacking', 'malware']",S - Unknown,['Bank'],Yes
2014,US,524114,['error'],M - Documents,['Personal'],Yes
2013,US,722513,['physical'],Unknown,['Personal'],Potentially
2012,US,624310,['physical'],U - Laptop,['Medical'],Potentially
2016,NL,519130,['hacking'],S - Web application,['Personal'],Yes
2011,Unknown,622110,['physical'],U - Laptop,['Medical'],Potentially
2013,Unknown,522110,['physical'],T - ATM,['Payment'],Yes
2018,US,445120,['physical'],T - Gas terminal,['Payment'],Potentially
2011,US,524114,['unknown'],Unknown,['Medical'],Yes
2014,US,326199,['error'],S - Web application,['Personal'],Yes
2018,BR,334220,['error'],S - Database,['Personal'],Yes
2018,US,483,['malware'],S - Other,[],
2016,AT,3364,"['error', 'social']",P - Finance,[],
2012,US,92216,['physical'],U - Desktop,['Unknown'],Potentially
2011,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2014,US,451211,['hacking'],S - Web application,"['Payment', 'Personal']",Yes
2003,US,541860,"['hacking', 'misuse']",S - Database,['Credentials'],Yes
2020,US,6117,['error'],S - File,['Personal'],Yes
2016,US,81,"['hacking', 'malware', 'unknown']",S - Web application,"['Credentials', 'Payment', 'Personal']",Yes
2016,US,447110,['physical'],T - ATM,['Unknown'],No
2015,CA,622110,['misuse'],S - Database,['Medical'],Yes
2013,US,611310,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2012,US,622110,['physical'],M - Documents,['Medical'],Potentially
2012,US,622110,['misuse'],M - Documents,['Bank'],Yes
2011,US,522110,['hacking'],S - Web application,['Bank'],Yes
2013,US,721110,['physical'],M - Disk drive,"['Payment', 'Personal']",Potentially
2013,BD,424720,['hacking'],S - Web application,[],
2009,US,000,"['misuse', 'social']",Unknown,['Secrets'],Yes
2013,FR,000,['hacking'],Unknown,['Internal'],Yes
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,IT,512199,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2010,US,923140,['misuse'],S - Database,['Unknown'],Yes
2016,NL,921,['misuse'],S - Database,['Personal'],Yes
2012,US,621498,['physical'],U - Laptop,['Medical'],Potentially
2016,US,334419,"['misuse', 'social']",S - File,['Secrets'],Yes
2015,US,522130,['physical'],T - ATM,['Payment'],Potentially
2010,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2014,US,621111,['hacking'],S - File,['Medical'],Yes
2011,US,622110,['error'],M - Documents,['Medical'],Potentially
2016,US,51913,['hacking'],S - Web application,['Credentials'],Yes
2019,US,511210,['malware'],S - POS controller,['Payment'],Yes
2010,CA,622110,['misuse'],S - Database,['Medical'],Yes
2017,PK,921190,"['misuse', 'physical']",M - Flash drive,['Unknown'],Unknown
2015,US,541214,['misuse'],S - Database,[],
2012,IQ,92,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2017,US,236,['social'],P - Human resources,['Personal'],Yes
2013,GB,561920,['physical'],Unknown,['Personal'],Potentially
2011,US,92214,['misuse'],S - Database,"['Personal', 'Medical']",Yes
2013,VE,611310,"['hacking', 'malware']",S - Web application,['Unknown'],No
2014,US,923120,['physical'],S - Database,['Personal'],Potentially
2015,US,622110,['misuse'],S - Database,['Personal'],Yes
2014,US,621511,['error'],S - Web application,['Medical'],Yes
2012,US,611310,['error'],S - File,"['Bank', 'Personal']",Yes
2014,US,611110,['physical'],M - Documents,['Bank'],Yes
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2019,AU,511210,['hacking'],S - Web application,['Credentials'],Yes
2016,US,921120,['hacking'],S - Unknown,"['Medical', 'Personal']",Potentially
2013,US,622111,['error'],S - Web application,['Medical'],Yes
2014,US,62111,['physical'],U - Unknown,['Medical'],Potentially
2015,US,622110,['social'],P - Unknown,['Medical'],Yes
2012,US,51919,['hacking'],S - Web application,['Unknown'],Yes
2014,GB,92,['error'],U - Media,"['Bank', 'Medical', 'Payment', 'Personal', 'Internal']",Yes
2013,US,522110,['physical'],T - Unknown,['Payment'],Yes
2013,US,923140,['misuse'],S - Database,['Unknown'],Yes
2017,US,519130,['error'],S - Web application,['Other'],Potentially
2015,GB,622110,['error'],M - Documents,['Medical'],Yes
2014,GB,621111,"['hacking', 'social']",S - Web application,['Personal'],Yes
2019,US,621420,['misuse'],S - Database,['Medical'],Yes
2014,US,622110,['error'],M - Documents,['Medical'],Yes
2013,US,519130,['misuse'],S - Mail,['Internal'],Yes
2016,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2015,US,62111,['hacking'],S - Unknown,['Medical'],Yes
2012,GB,518210,['hacking'],S - Web application,"['Credentials', 'Unknown']",Yes
2011,US,923140,['misuse'],S - Mail,['Unknown'],Yes
2011,GB,921120,['error'],M - Documents,['Personal'],Yes
2004,GB,922140,['error'],M - Documents,['Personal'],Yes
2015,US,447110,['unknown'],T - Gas terminal,['Payment'],Yes
2013,US,532230,['misuse'],S - Database,['Payment'],Yes
2010,US,621111,['physical'],M - Tapes,['Medical'],Potentially
2019,US,524114,['error'],S - Database,['Personal'],Yes
2016,GB,611310,['hacking'],S - Database,"['Medical', 'Personal', 'Internal']",Yes
2019,US,623312,"['hacking', 'malware']",S - Unknown,['Medical'],Potentially
2013,US,519130,['hacking'],S - Web application,['Unknown'],Yes
2013,CN,423830,['hacking'],S - Web application,[],
2017,CA,622110,['misuse'],S - Database,['Medical'],Yes
2016,US,923140,['error'],M - Documents,['Personal'],Potentially
2013,US,453220,['error'],S - Database,['Medical'],Potentially
2025,US,722513,['hacking'],S - Web application,['Unknown'],Yes
2010,US,622110,['error'],S - Unknown,['Medical'],Yes
2013,GB,447110,['physical'],T - Gas terminal,['Payment'],Yes
2017,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2013,US,921,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2011,US,334515,['misuse'],Unknown,['Secrets'],Yes
2013,US,511210,['hacking'],S - Web application,['Personal'],Yes
2012,US,451211,['physical'],U - POS terminal,['Payment'],Yes
2013,US,611310,"['error', 'hacking']",S - Web application,['Personal'],Potentially
2012,Unknown,92,['malware'],U - Desktop,['Internal'],Yes
2019,GB,541618,['error'],S - File,"['Personal', 'Internal']",Yes
2016,US,621111,['error'],M - Documents,['Medical'],Yes
2013,US,622110,['unknown'],M - Documents,['Unknown'],Yes
2015,US,922120,['misuse'],S - Database,['Personal'],Yes
2013,GB,813211,['error'],S - Web application,['Personal'],Potentially
2008,US,922190,['error'],M - Tapes,"['Medical', 'Personal']",Yes
2018,US,921190,"['hacking', 'social']",P - End-user or employee,"['Credentials', 'Internal']",Yes
2012,US,522120,['hacking'],S - Web application,"['Credentials', 'Bank']",Yes
2013,US,517911,['misuse'],S - Database,['Personal'],Yes
2013,US,522110,['hacking'],S - Database,['Payment'],Yes
2013,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2020,ZA,6117,['error'],S - File,"['Personal', 'Internal']",Yes
2020,AU,511210,['malware'],S - Web application,['Internal'],Potentially
2016,CA,447110,['physical'],T - Gas terminal,['Payment'],Potentially
2024,US,561110,['malware'],S - Web application,['Unknown'],Yes
2014,TH,922,['hacking'],S - Web application,[],
2014,US,446191,['hacking'],S - Web application,['Payment'],Yes
2012,US,446110,['misuse'],S - Database,['Medical'],Yes
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2018,US,518210,['error'],S - Web application,"['System', 'Internal']",Yes
2013,US,622110,['error'],M - Documents,['Medical'],Yes
2013,SG,333316,['hacking'],U - Desktop,['Bank'],Yes
2007,SE,711,['error'],S - Web application,['Credentials'],Yes
2013,US,611310,['error'],U - Desktop,['Personal'],Yes
2013,US,921110,['error'],S - Web application,['Personal'],Yes
2019,IE,622110,['error'],M - Documents,['Medical'],Yes
2014,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2010,US,622110,['misuse'],S - Database,['Personal'],Yes
2008,US,611310,['misuse'],S - File,['Personal'],Yes
2011,Unknown,000,['hacking'],S - Payment switch,"['Payment', 'Unknown']",Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2015,AU,331513,"['misuse', 'social']",S - Code repository,"['Source code', 'Internal', 'Secrets']",Yes
2016,CA,622110,['misuse'],S - Database,['Personal'],Yes
2017,IT,517210,['error'],S - Web application,"['Credentials', 'Personal']",Yes
2016,US,522110,['physical'],T - ATM,['Payment'],Yes
2015,US,923120,['error'],M - Documents,['Medical'],Yes
2012,US,621112,['physical'],M - Documents,"['Medical', 'Personal']",Potentially
2025,US,541519,['hacking'],S - Web application,['Unknown'],Yes
2015,US,518210,['misuse'],U - Desktop,"['Classified', 'Internal']",Yes
2020,GB,541990,['error'],S - Mail,['Personal'],Yes
2018,US,925110,['malware'],U - Desktop,[],
2015,US,923120,['error'],M - Documents,"['Medical', 'Personal']",Potentially
2013,US,8129,['error'],S - Web application,['Internal'],Yes
2013,US,000,['hacking'],S - Web application,['Credentials'],Potentially
2015,US,721120,"['hacking', 'malware']",U - POS terminal,['Payment'],Yes
2016,CA,611310,['error'],S - Mail,['Personal'],Yes
2015,US,611110,['error'],S - Database,['Personal'],Potentially
2015,JP,921140,['misuse'],Unknown,['Personal'],Yes
2016,US,622110,['error'],S - Database,['Medical'],Potentially
2013,US,445310,['hacking'],U - POS terminal,['Payment'],Yes
2013,US,923120,['error'],U - Unknown,['Medical'],Yes
2013,US,524113,['error'],U - Desktop,['Personal'],Yes
2014,US,923120,['error'],M - Documents,['Medical'],Yes
2013,US,561110,['hacking'],S - Web application,['Personal'],Yes
2013,IN,515120,['hacking'],S - Web application,[],
2013,US,923120,['hacking'],S - Mail,['Medical'],Yes
2014,US,921,['error'],S - Web application,['Personal'],Yes
2013,IS,519130,['hacking'],S - Web application,[],
2013,US,623110,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2014,US,621111,['error'],M - Unknown,['Medical'],Potentially
2008,KR,324110,['error'],M - Disk media,['Personal'],Potentially
2015,US,928110,['misuse'],M - Documents,['Secrets'],No
2017,US,522130,['physical'],T - ATM,['Payment'],Potentially
2013,PK,519130,['hacking'],S - Web application,['Personal'],Potentially
2013,US,000,['error'],M - Unknown,"['Medical', 'Personal']",Yes
2017,US,621111,['error'],M - Documents,['Medical'],Yes
2014,US,51,['hacking'],S - Web application,[],
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2019,IN,522291,['error'],S - File,['Personal'],Yes
2017,US,621610,['social'],S - Mail,"['Credentials', 'Medical']",Yes
2015,US,515120,['social'],Unknown,"['Payment', 'Personal']",Yes
2017,GB,611310,['error'],S - Mail,['Medical'],Yes
2014,US,522110,"['misuse', 'physical']",M - Documents,['Personal'],Yes
2014,US,621111,['misuse'],P - Customer,['Medical'],Yes
2016,CA,621,['misuse'],S - Database,['Medical'],Yes
2012,US,812990,['misuse'],S - Database,['Personal'],Yes
2014,US,622110,['error'],U - Desktop,['Medical'],Yes
2016,US,621111,['error'],S - File,['Medical'],Yes
2007,US,334290,['misuse'],S - Unknown,['Secrets'],Potentially
2019,US,524114,"['hacking', 'social']",S - Web application,"['Medical', 'Credentials']",Yes
2012,GB,92219,['misuse'],S - Database,['Personal'],Yes
2012,US,511210,['hacking'],S - Authentication,['Credentials'],Yes
2013,NZ,923120,['error'],M - Documents,['Medical'],Yes
2021,MX,713290,"['hacking', 'malware']",S - Web application,['Internal'],Yes
2014,US,622110,['error'],U - Media,['Medical'],Yes
2014,US,326299,['hacking'],S - Web application,['Payment'],Yes
2018,IN,336991,['error'],S - Database,['Personal'],Yes
2015,US,921190,"['hacking', 'malware']",S - Database,"['Credentials', 'Personal']",Yes
2014,US,524114,['misuse'],M - Payment card,['Payment'],Yes
2013,GB,921,['error'],S - Web application,['Personal'],Yes
2012,US,611310,['hacking'],Unknown,['Credentials'],Yes
2016,US,622110,"['hacking', 'malware']",S - Database,['Medical'],Yes
2020,JP,452210,['hacking'],S - Web application,['Personal'],Yes
2014,US,621111,['physical'],M - Documents,['Medical'],Yes
2010,US,453920,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2014,AU,541922,['hacking'],U - Unknown,[],
2013,AR,000,['hacking'],S - Web application,[],
2012,US,621210,['physical'],U - Laptop,['Medical'],Potentially
2013,US,621610,['physical'],U - Laptop,['Personal'],Potentially
2012,DE,611110,['physical'],M - Flash drive,['Personal'],Potentially
2014,Unknown,334119,['error'],S - Database,['Personal'],Yes
2013,IN,522110,['hacking'],S - Web application,[],
2011,US,923140,['error'],M - Documents,['Unknown'],Yes
2016,GB,541611,['error'],M - Documents,['Medical'],Potentially
2013,US,522110,['error'],M - Documents,['Bank'],Potentially
2012,US,519130,['hacking'],S - Database,['Credentials'],Yes
2014,US,621111,['hacking'],S - Web application,['Personal'],Yes
2013,US,522110,['error'],S - Database,['Personal'],Yes
2017,AU,923110,['misuse'],M - Documents,['Personal'],Yes
2013,US,611310,['error'],U - Desktop,['Personal'],Yes
2012,KZ,221113,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2021,IR,519190,['error'],S - Database,['Personal'],Yes
2017,US,922120,['misuse'],S - Database,['Personal'],Yes
2013,US,519190,['misuse'],S - Database,['Unknown'],Yes
2012,DE,928110,['physical'],M - Documents,['Classified'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2011,US,923140,['misuse'],S - Database,['Unknown'],Yes
2012,EE,2211,['error'],S - Database,['Personal'],Yes
2016,JP,441110,['hacking'],S - Web application,['Unknown'],No
