year,country,industry,action,asset,data_type,data_stolen
2019,GU,453998,['misuse'],M - Payment card,['Payment'],Yes
2017,US,621,['malware'],S - Unknown,['Personal'],Potentially
2012,US,923140,['error'],M - Documents,['Unknown'],Unknown
2011,US,923140,['error'],S - Database,['Unknown'],Yes
2010,US,622,['hacking'],S - Unknown,['Credentials'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,524,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,921190,['error'],S - Database,['Personal'],Yes
2014,GB,524114,['misuse'],M - Disk media,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,423450,['physical'],M - Documents,['Medical'],Yes
2013,US,611610,['misuse'],M - Payment card,['Payment'],Yes
2019,US,447190,['physical'],T - Gas terminal,['Payment'],Potentially
2013,US,92811,['misuse'],Unknown,['Classified'],Yes
2012,US,334516,['physical'],U - Laptop,['Personal'],Potentially
2014,US,9231,['error'],M - Documents,['Personal'],Yes
2015,AU,923110,['error'],S - Web application,['Personal'],Yes
2012,UZ,512,['hacking'],S - Web application,['Credentials'],Yes
2025,US,722513,['hacking'],S - Web application,['Unknown'],Yes
2016,CA,921130,['error'],M - Documents,['Personal'],Yes
2017,US,621111,['misuse'],S - Database,['Payment'],Yes
2014,US,524114,['error'],M - Documents,['Medical'],Yes
2012,US,813910,['error'],M - Documents,['Personal'],Yes
2012,US,923140,['error'],M - Documents,['Unknown'],Potentially
2017,US,541940,"['misuse', 'social']",U - Desktop,['Secrets'],Yes
2012,US,541512,['hacking'],S - Database,"['Payment', 'Personal']",Yes
2013,GB,711219,['error'],S - Web application,['Personal'],Yes
2016,CA,611310,['error'],S - Web application,['Other'],Yes
2018,US,721110,['hacking'],S - Database,"['Personal', 'Payment']",Yes
2013,US,621111,['error'],S - File,['Medical'],Potentially
2013,RO,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,IE,7112,['physical'],U - Laptop,['Personal'],Potentially
2014,US,622110,['error'],U - Desktop,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,611310,"['hacking', 'malware']",S - Unknown,['Unknown'],Unknown
2012,US,927110,['physical'],U - Laptop,"['Personal', 'Unknown']",Potentially
2012,US,000,['error'],M - Documents,['Medical'],Yes
2013,US,523210,['error'],S - Unknown,[],
2016,US,524114,['error'],M - Disk media,['Medical'],Potentially
2017,GB,622110,['hacking'],Unknown,['Personal'],Yes
2010,US,921190,"['error', 'physical']",U - Laptop,['Medical'],Potentially
2014,US,921,['misuse'],M - Disk drive,['Internal'],Potentially
2014,US,622110,['error'],U - Desktop,['Personal'],Yes
2023,US,921,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,447110,['physical'],T - ATM,['Payment'],Yes
2017,US,519130,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2015,US,722511,['error'],M - Documents,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,622310,['physical'],U - Laptop,['Medical'],Potentially
2006,US,4481,['misuse'],T - PED pad,[],
2023,US,921,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,621111,['misuse'],S - Database,['Medical'],Yes
2016,US,621111,['hacking'],S - Database,['Medical'],Yes
2016,TT,522110,['physical'],T - ATM,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,US,423450,['misuse'],S - Database,"['Medical', 'Personal']",Yes
2015,US,541720,['misuse'],S - Database,['Medical'],Yes
2013,US,611210,['hacking'],S - Database,['Personal'],Yes
2006,US,622110,['physical'],U - Desktop,['Medical'],Potentially
2013,US,923120,['hacking'],S - Database,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2009,US,445110,['misuse'],S - Database,['Personal'],Yes
2016,US,621111,['hacking'],S - Database,['Medical'],Yes
2016,US,447110,['physical'],T - Gas terminal,['Payment'],Potentially
2014,US,621111,['misuse'],M - Documents,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,622110,['physical'],U - Laptop,['Unknown'],Potentially
2012,US,522110,['misuse'],M - Documents,"['Bank', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,621511,['unknown'],Unknown,"['Bank', 'Personal']",Potentially
2012,US,621111,['physical'],U - Laptop,['Medical'],Potentially
2012,US,62,['physical'],M - Unknown,['Unknown'],Potentially
2014,US,4471,['physical'],T - ATM,['Payment'],Yes
2017,CY,523,['hacking'],S - Database,['Secrets'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,GB,451211,['physical'],T - ATM,['Bank'],Yes
2011,US,621111,['error'],M - Documents,['Medical'],Potentially
2013,US,921110,['error'],M - Documents,"['Personal', 'Medical']",Potentially
2014,CA,621491,['misuse'],S - Database,['Medical'],Yes
2011,US,524114,['unknown'],S - Unknown,['Medical'],Potentially
2019,GB,622110,['environmental'],M - Documents,['Medical'],Yes
2016,US,522110,['physical'],T - ATM,['Payment'],Potentially
2017,US,447110,['physical'],T - ATM,['Bank'],Yes
2017,US,518210,['hacking'],S - Web application,"['Credentials', 'Personal']",Yes
2012,US,525110,['error'],M - Documents,['Personal'],Yes
2012,Unknown,000,['hacking'],S - Web application,['Personal'],Yes
2018,US,611210,['misuse'],S - Mail,['Unknown'],Yes
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2012,US,623220,"['hacking', 'malware']",U - Desktop,['Personal'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,9281,['physical'],U - Laptop,['Personal'],Potentially
2021,US,522390,['malware'],S - Unknown,['Internal'],Yes
2017,CN,561422,['misuse'],S - Database,['Personal'],Yes
2013,CA,622110,['misuse'],S - Database,['Medical'],Yes
2016,US,621111,['hacking'],S - Unknown,['Medical'],Yes
2013,US,621111,['hacking'],S - Web application,['Medical'],Yes
2008,SE,522110,['hacking'],S - Web application,['Unknown'],Yes
2015,US,622110,"['hacking', 'malware']",Unknown,['Medical'],Yes
2013,GB,92212,['misuse'],Unknown,['Personal'],Yes
2016,PL,511210,['hacking'],S - Web application,['Credentials'],Yes
2016,KE,921110,"['hacking', 'physical', 'social']",S - Database,['Personal'],Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2012,US,334111,['misuse'],S - Database,['Personal'],Yes
2010,US,6221,['misuse'],S - Unknown,['Personal'],Yes
2016,GB,713940,['hacking'],S - Web application,['Personal'],Yes
2013,US,922120,['hacking'],S - Mail,['Internal'],Yes
2015,US,622110,['misuse'],U - Desktop,['Medical'],Potentially
2014,GB,922120,['error'],M - Documents,['Personal'],Yes
2013,US,339112,['misuse'],M - Payment card,"['Payment', 'Personal']",Yes
2020,US,518,['hacking'],S - Database,"['Personal', 'Credentials']",Yes
2013,US,624190,['hacking'],S - Database,['Medical'],Yes
2014,US,446130,['error'],S - Unknown,['Medical'],Potentially
2011,US,923140,['error'],S - Database,['Unknown'],Yes
2015,FR,927110,['hacking'],S - Web application,"['Credentials', 'Personal', 'System']",Yes
2015,US,61131,['physical'],U - Laptop,['Medical'],Potentially
2012,US,611310,['misuse'],S - Database,['Personal'],Yes
2013,TN,92,['misuse'],Unknown,['Classified'],Yes
2010,US,623110,['misuse'],Unknown,['Personal'],Yes
2010,US,611310,['physical'],M - Flash drive,['Medical'],Potentially
2016,US,923120,['hacking'],S - Web application,['Personal'],Yes
2013,US,622110,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2014,TR,928110,['misuse'],M - Unknown,['Classified'],Yes
2016,AT,48,['error'],S - Mail,['Other'],Yes
2013,US,622110,['error'],M - Documents,['Personal'],Yes
2014,US,332722,['hacking'],S - Web application,"['Credentials', 'Internal']",Yes
2012,US,622110,['physical'],U - Laptop,"['Credentials', 'Medical', 'Personal']",Potentially
2020,US,522110,['hacking'],S - Database,['Bank'],Yes
2016,US,621340,['physical'],U - Laptop,"['Medical', 'Personal']",Potentially
2017,US,622110,['social'],U - Laptop,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2009,US,921110,['misuse'],Unknown,['Classified'],Yes
2013,US,92312,['error'],S - Web application,['Personal'],Potentially
2013,US,621,['misuse'],S - Mainframe,['Personal'],Yes
2020,US,621511,['hacking'],S - Mail,"['Medical', 'Personal']",Yes
2017,US,522110,['physical'],T - ATM,['Bank'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,CN,541512,['hacking'],S - Database,['Personal'],Yes
2010,US,525120,['error'],M - Flash drive,['Medical'],Potentially
2016,US,518210,['error'],S - Database,['Personal'],Yes
2016,US,451120,['hacking'],S - Web application,[],
2008,GB,541519,"['hacking', 'malware']",S - Database,['Payment'],Yes
2013,US,522130,['unknown'],Unknown,['Payment'],Yes
2012,CG,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2013,US,561499,['hacking'],S - Database,"['Bank', 'Payment']",Yes
2023,US,334514,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,621498,['physical'],U - Desktop,['Personal'],Potentially
2010,US,92811,['misuse'],Unknown,['Classified'],Yes
2014,US,92,['unknown'],Unknown,['Personal'],Yes
2018,US,813410,['hacking'],S - Mail,"['Personal', 'Credentials']",Yes
2020,JP,423420,"['hacking', 'malware']",S - Unknown,['Unknown'],Potentially
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2017,US,621340,['hacking'],S - Database,['Medical'],Yes
2013,US,622110,['misuse'],M - Unknown,['Unknown'],Yes
2013,US,722513,"['hacking', 'malware']",U - POS terminal,['Payment'],Yes
2016,IL,519130,['error'],S - Web application,['Personal'],Yes
2012,US,926150,['misuse'],S - Database,['Personal'],Yes
2018,US,522130,['physical'],T - ATM,['Payment'],Yes
2013,US,620111,['misuse'],S - Database,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,722511,['malware'],U - POS terminal,"['Payment', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,525110,['misuse'],U - Desktop,['Personal'],Yes
2023,US,522291,"['hacking', 'malware']",S - File,['Personal'],Yes
2014,US,922190,['hacking'],S - Web application,[],
2014,US,511210,['hacking'],S - Web application,['Personal'],Yes
2017,US,622110,"['hacking', 'social']",P - Unknown,"['Medical', 'Internal', 'Credentials']",Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2017,CA,622110,['misuse'],S - Database,['Medical'],Yes
2018,Unknown,523130,['hacking'],S - Database,['Virtual currency'],Potentially
2016,US,523930,"['hacking', 'malware', 'social']",S - Database,['Personal'],Potentially
2017,US,311999,['malware'],S - Unknown,[],
2013,US,623110,['misuse'],M - Documents,['Medical'],Potentially
2020,MX,492110,['hacking'],S - Web application,['Credentials'],Yes
2015,NL,92,['misuse'],S - Database,"['Personal', 'Internal']",Yes
2017,US,621111,['misuse'],S - Database,['Medical'],Yes
2014,EG,92,['hacking'],S - Web application,[],
2020,TH,3121,"['malware', 'unknown']",S - Unknown,['Internal'],Yes
2021,US,62,['hacking'],S - Unknown,['Medical'],Yes
2015,SG,922,['misuse'],S - Database,['Internal'],No
2012,IE,522110,['error'],Unknown,[],
2011,GB,622110,['error'],M - Documents,['Medical'],Yes
2010,US,622110,['unknown'],Unknown,['Medical'],Potentially
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2025,US,561450,['hacking'],S - Web application,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,924,['malware'],Unknown,['Personal'],Unknown
2015,US,445120,['physical'],T - ATM,['Payment'],Potentially
2016,CZ,541511,['hacking'],Unknown,"['Credentials', 'Personal']",Yes
2013,US,000,['misuse'],M - Documents,['Medical'],Yes
2014,US,622110,['error'],M - Documents,['Medical'],Yes
2017,GB,922110,['error'],M - Documents,['Personal'],Yes
2011,US,722511,['malware'],U - POS terminal,['Bank'],Yes
2017,US,921190,['physical'],M - Payment card,['Payment'],Yes
2016,US,92,"['malware', 'social']",S - File,[],
2017,AU,000,['error'],S - File,"['Personal', 'Credentials', 'Payment', 'Internal']",Yes
2011,US,923140,['error'],S - Web application,['Unknown'],Yes
2013,US,5611,['physical'],U - Desktop,['Bank'],Yes
2013,US,721110,['malware'],S - Database,['Personal'],Potentially
2014,US,92811,['error'],U - Desktop,['Classified'],Yes
2018,US,236220,['misuse'],M - Documents,['Secrets'],Yes
2018,NZ,517210,['error'],S - Database,['Personal'],Yes
2013,US,622110,['misuse'],S - Database,['Medical'],Yes
2020,US,518210,['hacking'],S - Unknown,['Personal'],Yes
2012,US,621111,['error'],S - Web application,"['Personal', 'Medical']",Potentially
2015,NZ,611310,['error'],U - Desktop,['Personal'],Yes
2013,PH,921,['hacking'],S - Web application,[],
2015,IE,622110,['error'],M - Documents,"['Medical', 'Personal']",Yes
2013,US,622310,['physical'],U - Laptop,['Medical'],Potentially
2014,US,928110,['error'],M - Documents,['Personal'],Yes
2014,US,622110,['misuse'],S - Mail,['Medical'],Yes
2017,US,722513,['physical'],M - Payment card,[],
2013,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,623312,['physical'],M - Payment card,['Payment'],Yes
2011,US,622110,['malware'],S - Unknown,['Medical'],Potentially
2011,CA,812990,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2011,US,813319,['unknown'],M - Documents,['Medical'],Potentially
2012,GB,92,['error'],U - Desktop,['Internal'],Yes
2016,Unknown,519130,['hacking'],S - Database,['Personal'],Yes
2020,US,522110,['error'],S - Web application,['Personal'],Yes
2012,US,541990,['hacking'],Unknown,['Personal'],Yes
2011,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,GB,522110,"['physical', 'social']",U - Desktop,['Bank'],Yes
2017,US,621,['malware'],Unknown,['Unknown'],Unknown
2010,US,923140,['error'],M - Documents,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,AU,212221,['error'],U - Desktop,['Personal'],Yes
2013,US,62191,['unknown'],U - Desktop,['Medical'],Potentially
2019,US,518210,['error'],S - Web application,['Personal'],Yes
2017,IN,445229,['misuse'],M - Payment card,['Payment'],Yes
2005,US,448140,['hacking'],N - WLAN,['Payment'],Yes
2012,KR,517210,['hacking'],S - Unknown,['Personal'],Yes
2019,US,541213,['error'],M - Documents,"['Personal', 'Bank']",Yes
2015,US,813920,['error'],M - Documents,['Medical'],Yes
2016,US,611110,['physical'],M - Documents,['Personal'],Yes
2011,US,519130,['environmental'],S - Web application,[],
2012,US,515210,['hacking'],S - Database,"['Credentials', 'System']",Yes
2017,US,441120,['misuse'],M - Documents,['Personal'],Yes
2015,CA,921190,['error'],M - Documents,['Personal'],Yes
2015,US,621210,['error'],M - Documents,"['Medical', 'Personal']",Yes
2018,Unknown,33521,['error'],T - PED pad,['Personal'],Potentially
2015,US,926120,['physical'],M - Documents,['Personal'],Yes
2014,US,928110,['misuse'],S - Database,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2017,US,621111,['hacking'],S - Mail,['Medical'],Yes
2013,US,622110,['misuse'],S - Database,['Personal'],Yes
2013,US,519130,['hacking'],S - Database,['Personal'],Potentially
2020,US,524114,['physical'],U - Laptop,['Personal'],Potentially
2015,US,922130,['error'],S - Web application,['Personal'],Yes
2011,Unknown,813920,['hacking'],S - Web application,['Personal'],Yes
2012,US,611310,['physical'],U - Laptop,['Medical'],Potentially
2010,US,622110,['error'],M - Documents,['Medical'],Potentially
2020,BR,923120,['error'],S - Web application,['Medical'],Yes
2012,US,92212,['hacking'],S - Unknown,['Credentials'],Yes
2011,US,621111,['physical'],M - Flash drive,['Medical'],Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2011,US,452910,['social'],S - Web application,"['Payment', 'Personal']",Yes
2016,US,611110,['error'],M - Documents,['Personal'],Potentially
2021,US,811212,"['hacking', 'malware', 'social']",P - Customer,['Unknown'],Potentially
2012,US,6113,['hacking'],S - Web application,['Personal'],Potentially
2012,US,33341,['misuse'],Unknown,['Secrets'],Yes
2003,US,611310,['malware'],U - Desktop,"['Credentials', 'Bank', 'Personal']",Yes
2016,GB,561110,['malware'],U - POS terminal,['Payment'],Yes
2013,US,5221,['physical'],T - ATM,['Payment'],Yes
2015,US,447110,['physical'],T - Gas terminal,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2008,US,238110,['hacking'],S - Database,['Personal'],Yes
2013,US,524210,['physical'],U - Laptop,['Personal'],Potentially
2011,US,524114,['unknown'],M - Disk drive,['Medical'],Potentially
2012,US,336413,['misuse'],S - Unknown,"['Classified', 'Internal']",Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2010,US,621111,['unknown'],M - Documents,['Medical'],Potentially
2020,FR,325412,['error'],S - Database,"['Personal', 'Internal']",Yes
2012,US,621498,['physical'],U - Laptop,['Personal'],Potentially
2016,US,511210,"['error', 'hacking']",S - Database,['Personal'],Potentially
2014,IN,51,['hacking'],S - Web application,[],
2011,CA,522110,['physical'],T - ATM,"['Bank', 'Payment']",Yes
2020,US,511210,"['hacking', 'malware']",S - Mail,['Medical'],Yes
2012,US,481111,['error'],S - Unknown,[],
2023,US,923110,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,IN,6113,"['malware', 'social']",U - Desktop,['Unknown'],Yes
2019,US,5331,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2018,US,518280,['error'],S - Mail,['System'],Yes
2013,US,611310,['malware'],U - Desktop,"['Personal', 'Medical']",Potentially
2020,US,621330,['physical'],M - Documents,['Medical'],Yes
2013,US,522130,['error'],S - Web application,['Personal'],Yes
2021,TH,62,['hacking'],S - Database,"['Personal', 'Medical']",Yes
2007,US,621112,['misuse'],M - Documents,['Medical'],Yes
2023,US,522320,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,NZ,923120,['error'],M - Documents,['Medical'],Yes
2013,US,923130,['error'],M - Documents,"['Personal', 'Medical']",Potentially
2012,US,519130,['hacking'],S - Web application,['Credentials'],Yes
2017,GB,62111,['error'],U - Laptop,['Personal'],Yes
2013,US,621320,['physical'],U - Laptop,['Medical'],Potentially
2016,US,623110,['misuse'],Unknown,['Other'],Yes
2013,US,622110,['misuse'],U - Desktop,"['Medical', 'Personal', 'Internal']",Potentially
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,Unknown,000,['misuse'],Unknown,['Internal'],Yes
2006,US,923140,['physical'],U - Laptop,['Personal'],Potentially
2013,US,923140,['misuse'],S - Database,['Unknown'],Yes
2010,US,923140,['misuse'],S - Database,['Unknown'],Yes
2006,Unknown,522291,['error'],U - Laptop,['Personal'],Potentially
2015,US,622110,['physical'],M - Documents,['Medical'],Yes
2013,US,622110,['misuse'],S - Database,['Medical'],Yes
2012,US,923140,['misuse'],S - Database,['Unknown'],Yes
2012,US,921,['error'],M - Disk media,['Personal'],Yes
2013,US,927110,['hacking'],S - Web application,[],
2017,GB,622110,['error'],M - Documents,['Medical'],Yes
2017,US,621,['malware'],S - Unknown,"['Personal', 'Medical']",Potentially
2013,QA,518210,['hacking'],S - Web application,['Internal'],Potentially
2013,US,620111,['misuse'],M - Flash drive,['Medical'],Potentially
2013,US,541213,['misuse'],M - Documents,['Personal'],Yes
2011,US,6212,['hacking'],S - Unknown,['Medical'],Potentially
2016,US,722110,"['hacking', 'malware']",S - POS controller,['Payment'],Yes
2013,DE,336111,"['hacking', 'malware']",S - Web application,['Payment'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2018,US,519130,['error'],S - Unknown,['Personal'],Potentially
2020,US,611310,['error'],S - Unknown,['Personal'],Yes
2015,US,923120,['hacking'],U - Desktop,['Medical'],Yes
2011,US,621111,['physical'],M - Flash drive,['Medical'],Potentially
2016,US,541860,['hacking'],S - Database,['Personal'],Yes
2012,US,446110,['physical'],M - Documents,['Medical'],Potentially
2018,US,541511,['error'],S - File,['Personal'],Potentially
2013,AU,622110,['error'],M - Documents,['Medical'],Yes
2017,US,446110,['error'],M - Documents,['Medical'],Yes
2025,US,511210,['hacking'],S - Web application,['Unknown'],Yes
2017,US,611110,['error'],S - Web application,['Personal'],Potentially
2012,MZ,928120,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2013,US,325412,['physical'],Unknown,['Personal'],Potentially
2016,US,621999,['physical'],U - Laptop,['Medical'],Potentially
2012,US,51721,['hacking'],S - Database,['Personal'],Yes
2008,US,325413,['misuse'],U - Desktop,"['Internal', 'Secrets']",Yes
2012,US,441,['hacking'],S - Web application,['Payment'],Yes
2020,US,541711,"['hacking', 'malware']",S - Unknown,['Internal'],Yes
2013,US,622110,['misuse'],S - Database,['Medical'],Yes
2011,GB,516110,['hacking'],S - Database,['Credentials'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2025,US,2211,['hacking'],S - Web application,['Unknown'],Yes
2013,KE,51,['hacking'],S - DNS,[],
2013,PH,511120,['hacking'],S - Web application,[],
2012,US,621330,['error'],M - Disk drive,['Medical'],Yes
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2013,NL,921,['hacking'],S - Web application,[],
2019,US,561990,['error'],S - Web application,['Personal'],Yes
2013,US,623110,['physical'],U - Laptop,['Personal'],Potentially
2016,US,447110,['physical'],T - ATM,['Payment'],Yes
2020,US,622110,['malware'],S - Database,['Medical'],Potentially
2010,US,622110,['error'],M - Tapes,['Medical'],Potentially
2013,US,621210,['physical'],U - Desktop,"['Bank', 'Personal']",Potentially
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2015,US,722511,"['misuse', 'physical']",T - Unknown,['Payment'],Yes
2013,US,623311,['misuse'],Unknown,['Medical'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,CA,611310,['physical'],U - Desktop,['Personal'],Yes
2017,US,541613,['hacking'],S - Database,['Personal'],Yes
2023,US,524,"['hacking', 'malware']",S - File,['Personal'],Yes
2012,CA,622110,['misuse'],S - Database,['Unknown'],Unknown
2014,GB,621111,['error'],M - Documents,['Medical'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,GB,611110,['misuse'],S - Database,[],
2019,GB,481111,['hacking'],S - Unknown,"['Personal', 'Payment']",Yes
2013,CN,922120,['hacking'],Unknown,"['Credentials', 'Personal', 'System']",Yes
2013,CA,622110,['error'],M - Documents,['Medical'],Yes
2008,US,611310,['physical'],M - Tapes,['Medical'],Potentially
2009,GB,621498,['error'],M - Documents,['Personal'],Yes
2012,GB,622110,['error'],M - Documents,['Medical'],Yes
2016,US,621111,['hacking'],S - Remote access,['Medical'],Yes
2017,US,522110,['physical'],T - ATM,[],
2018,US,621330,"['hacking', 'social']",P - Unknown,"['Medical', 'Personal', 'Credentials']",Potentially
2014,US,622110,['misuse'],S - Database,['Medical'],Yes
2018,US,621111,['hacking'],S - Mail,['Medical'],Yes
2012,US,611110,['unknown'],S - Database,['Personal'],Yes
2016,US,923120,['error'],M - Documents,"['Medical', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2016,US,454,"['hacking', 'malware']",S - Web application,"['Personal', 'Payment']",Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2011,CN,51121,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2016,US,524114,['error'],S - Web application,['Personal'],Yes
2023,US,524,"['hacking', 'malware']",S - File,['Personal'],Yes
2013,US,622110,['misuse'],S - Database,['Personal'],Yes
2015,US,621340,"['hacking', 'malware', 'social']",S - Unknown,"['Credentials', 'Medical', 'Payment', 'Personal']",Potentially
2012,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,454111,['hacking'],S - Web application,['Unknown'],Yes
2012,SK,000,"['hacking', 'malware', 'social']",U - Desktop,"['Classified', 'Internal', 'Credentials', 'Secrets', 'System']",Yes
2013,US,45211,['error'],M - Documents,['Personal'],Yes
2015,US,713290,['hacking'],S - Web application,['Personal'],Yes
2010,US,523120,['hacking'],S - Web application,"['Credentials', 'Bank', 'Personal']",Yes
2019,Unknown,511210,['error'],S - Web application,['Personal'],Potentially
2012,US,519190,['hacking'],S - Web application,['Payment'],Yes
2015,US,522110,['hacking'],S - Log,"['Credentials', 'Personal']",Yes
2023,US,611310,"['hacking', 'malware']",S - File,['Personal'],Yes
2019,US,722511,['misuse'],M - Payment card,['Payment'],Yes
2013,US,531110,['malware'],Unknown,['Personal'],Potentially
2020,NO,622110,['malware'],S - Database,['Unknown'],Potentially
2017,US,447110,['physical'],T - Kiosk,[],
2012,NZ,541611,['physical'],M - Documents,['Personal'],Yes
2009,US,522110,['physical'],M - Tapes,['Personal'],Potentially
2001,US,541,['hacking'],S - Web application,[],
2012,US,524114,['error'],M - Documents,['Medical'],Potentially
2014,US,621,['error'],M - Documents,['Medical'],Yes
2013,US,92,['hacking'],Unknown,['Classified'],Yes
2016,US,453998,"['hacking', 'malware']",S - POS controller,['Payment'],Yes
2012,SA,211111,['malware'],U - Desktop,[],
2014,US,622110,['error'],S - Database,[],
2011,US,622310,['error'],M - Tapes,['Medical'],Potentially
2015,US,622110,['error'],Unknown,['Medical'],Yes
2016,US,621420,"['error', 'physical']",M - Documents,['Personal'],Potentially
2017,US,811212,['hacking'],S - Web application,[],
2014,US,923140,['error'],M - Documents,['Unknown'],Yes
2013,US,621330,['physical'],U - Laptop,['Medical'],Potentially
2014,US,622110,['misuse'],S - Database,['Medical'],Yes
2013,FR,336120,['hacking'],S - Database,"['Credentials', 'Personal']",Yes
2012,US,921,['hacking'],S - Web application,['Unknown'],Yes
2013,US,518210,['hacking'],S - Web application,['Credentials'],Yes
2016,GB,445110,['physical'],T - ATM,['Payment'],Unknown
2012,US,325611,['error'],S - Web application,['Personal'],Yes
2013,US,621511,['misuse'],U - Desktop,['Personal'],Potentially
2011,US,923140,['error'],M - Documents,['Unknown'],Unknown
2014,TR,000,['hacking'],S - Web application,[],
2018,KR,51121,['error'],S - Web application,['Personal'],Yes
2013,US,541511,['hacking'],Unknown,"['Credentials', 'Payment', 'Personal', 'Internal', 'Unknown', 'Other']",Yes
2013,IN,621999,['hacking'],S - Web application,[],
2015,US,621210,['error'],M - Documents,['Medical'],Yes
2016,US,921130,['physical'],U - Laptop,['Personal'],Potentially
2014,GB,711211,['error'],S - Web application,['Personal'],Yes
2021,US,486910,"['hacking', 'malware', 'social']",S - Database,"['Credentials', 'Internal']",Yes
2016,US,541,['hacking'],S - Database,['Personal'],Yes
2010,US,923140,['error'],M - Documents,['Unknown'],Unknown
2013,Unknown,922,"['hacking', 'malware', 'social']",U - Desktop,"['Internal', 'Unknown', 'System', 'Secrets']",Yes
2019,IN,541613,['error'],S - Database,['Personal'],Yes
2013,US,522110,['physical'],T - ATM,['Payment'],Potentially
